phase,subject,subjectTitle,unit,topic,title,status,editorialStatus,questions,reviewedAt,url
"2","ux-ui-design","UX/UI Design","foundations","personas","Personas","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","ux-ui-design","UX/UI Design","foundations","jobs-to-be-done","Jobs to Be Done","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","ux-ui-design","UX/UI Design","foundations","user-journeys","User Journeys","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","ux-ui-design","UX/UI Design","foundations","user-flows","User Flows","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","ux-ui-design","UX/UI Design","foundations","information-architecture","Information Architecture","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","ux-ui-design","UX/UI Design","foundations","wireframes","Wireframes","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","ux-ui-design","UX/UI Design","foundations","low-fidelity-prototypes","Low-Fidelity Prototypes","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","ux-ui-design","UX/UI Design","foundations","high-fidelity-prototypes","High-Fidelity Prototypes","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","ux-ui-design","UX/UI Design","foundations","visual-hierarchy","Visual Hierarchy","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","ux-ui-design","UX/UI Design","foundations","typography","Typography","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","ux-ui-design","UX/UI Design","foundations","color","Color","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","ux-ui-design","UX/UI Design","foundations","layout","Layout","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","ux-ui-design","UX/UI Design","foundations","design-systems","Design Systems","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","ux-ui-design","UX/UI Design","foundations","components","Components","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","ux-ui-design","UX/UI Design","foundations","interaction-design","Interaction Design","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","ux-ui-design","UX/UI Design","foundations","usability-testing","Usability Testing","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","ux-ui-design","UX/UI Design","foundations","heuristic-evaluation","Heuristic Evaluation","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","ux-ui-design","UX/UI Design","foundations","accessibility","Accessibility","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","ux-ui-design","UX/UI Design","foundations","wcag-basics","WCAG Basics","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","ux-ui-design","UX/UI Design","foundations","responsive-design","Responsive Design","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","ux-ui-design","UX/UI Design","foundations","mobile-first-design","Mobile-First Design","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","ux-ui-design","UX/UI Design","foundations","design-handoff","Design Handoff","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","ux-ui-design","UX/UI Design","foundations","part-iii-business-and-money","PART III — BUSINESS & MONEY","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","introduction-to-business","Introduction to Business","foundations","what-is-a-business","What Is a Business?","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","introduction-to-business","Introduction to Business","foundations","forms-of-business-ownership","Forms of Business Ownership","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","introduction-to-business","Introduction to Business","foundations","sole-proprietorship","Sole Proprietorship","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","introduction-to-business","Introduction to Business","foundations","partnership","Partnership","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","introduction-to-business","Introduction to Business","foundations","corporation","Corporation","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","introduction-to-business","Introduction to Business","foundations","llc","LLC","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","introduction-to-business","Introduction to Business","foundations","entrepreneurship","Entrepreneurship","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","introduction-to-business","Introduction to Business","foundations","business-environment","Business Environment","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","introduction-to-business","Introduction to Business","foundations","economics-and-business","Economics and Business","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","introduction-to-business","Introduction to Business","foundations","global-business","Global Business","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","introduction-to-business","Introduction to Business","foundations","business-ethics","Business Ethics","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","introduction-to-business","Introduction to Business","foundations","management","Management","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","introduction-to-business","Introduction to Business","foundations","leadership","Leadership","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","introduction-to-business","Introduction to Business","foundations","organizational-structure","Organizational Structure","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","introduction-to-business","Introduction to Business","foundations","human-resources","Human Resources","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","introduction-to-business","Introduction to Business","foundations","operations","Operations","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","introduction-to-business","Introduction to Business","foundations","supply-chain-basics","Supply Chain Basics","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","introduction-to-business","Introduction to Business","foundations","marketing","Marketing","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","introduction-to-business","Introduction to Business","foundations","sales","Sales","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","introduction-to-business","Introduction to Business","foundations","accounting-basics","Accounting Basics","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","introduction-to-business","Introduction to Business","foundations","finance-basics","Finance Basics","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","introduction-to-business","Introduction to Business","foundations","business-strategy","Business Strategy","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","introduction-to-business","Introduction to Business","foundations","competitive-advantage","Competitive Advantage","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","introduction-to-business","Introduction to Business","foundations","business-communication","Business Communication","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","accounting","Accounting","foundations","purpose-of-accounting","Purpose of Accounting","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","accounting","Accounting","foundations","accounting-equation","Accounting Equation","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","accounting","Accounting","foundations","assets","Assets","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","accounting","Accounting","foundations","liabilities","Liabilities","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","accounting","Accounting","foundations","equity","Equity","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","accounting","Accounting","foundations","revenue","Revenue","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","accounting","Accounting","foundations","expenses","Expenses","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","accounting","Accounting","foundations","accounting-cycle","Accounting Cycle","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","accounting","Accounting","foundations","debits-and-credits","Debits and Credits","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","accounting","Accounting","foundations","journal-entries","Journal Entries","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","accounting","Accounting","foundations","general-ledger","General Ledger","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","accounting","Accounting","foundations","trial-balance","Trial Balance","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","accounting","Accounting","foundations","adjusting-entries","Adjusting Entries","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","accounting","Accounting","foundations","income-statement","Income Statement","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","accounting","Accounting","foundations","balance-sheet","Balance Sheet","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","accounting","Accounting","foundations","statement-of-cash-flows","Statement of Cash Flows","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","accounting","Accounting","foundations","accounts-receivable","Accounts Receivable","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","accounting","Accounting","foundations","accounts-payable","Accounts Payable","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","accounting","Accounting","foundations","inventory","Inventory","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","accounting","Accounting","foundations","depreciation","Depreciation","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","accounting","Accounting","foundations","accrual-accounting","Accrual Accounting","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","accounting","Accounting","foundations","cash-accounting","Cash Accounting","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","accounting","Accounting","foundations","financial-ratios","Financial Ratios","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","accounting","Accounting","foundations","managerial-accounting","Managerial Accounting","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","accounting","Accounting","foundations","cost-behavior","Cost Behavior","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","accounting","Accounting","foundations","fixed-and-variable-costs","Fixed and Variable Costs","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","accounting","Accounting","foundations","break-even-analysis","Break-Even Analysis","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","accounting","Accounting","foundations","budgeting","Budgeting","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","finance","Finance","foundations","what-finance-is","What Finance Is","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","finance","Finance","foundations","time-value-of-money","Time Value of Money","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","finance","Finance","foundations","present-value","Present Value","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","finance","Finance","foundations","future-value","Future Value","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","finance","Finance","foundations","compound-interest","Compound Interest","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","finance","Finance","foundations","financial-statements","Financial Statements","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","finance","Finance","foundations","cash-flow","Cash Flow","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","finance","Finance","foundations","risk","Risk","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","finance","Finance","foundations","return","Return","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","finance","Finance","foundations","diversification","Diversification","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","finance","Finance","foundations","bonds","Bonds","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","finance","Finance","foundations","stocks","Stocks","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","finance","Finance","foundations","debt","Debt","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","finance","Finance","foundations","equity","Equity","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","finance","Finance","foundations","cost-of-capital","Cost of Capital","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","finance","Finance","foundations","capital-budgeting","Capital Budgeting","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","finance","Finance","foundations","net-present-value","Net Present Value","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","finance","Finance","foundations","internal-rate-of-return","Internal Rate of Return","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","finance","Finance","foundations","financial-markets","Financial Markets","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","finance","Finance","foundations","interest-rates","Interest Rates","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","finance","Finance","foundations","inflation","Inflation","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","finance","Finance","foundations","corporate-finance","Corporate Finance","READY","READY_TO_PUBLISH","5","2026-08-21",""
"2","finance","Finance","foundations","working-capital","Working Capital","READY","READY_TO_PUBLISH","5","2026-08-21",""
